,username,follower,username_raw
732,@RulesByCam,True,RulesByCam
733,@Ac2zoom,True,Ac2zoom
734,@unicorn,False,unicorn
735,@sidpanj,False,sidpanj
736,@JoseeGonzalezz,True,JoseeGonzalezz
737,@bybrandonbrown,False,bybrandonbrown
738,@iyke_las,True,iyke_las
739,@nathana_sharma,False,nathana_sharma
740,@eunoia_lo,False,eunoia_lo
741,@MajewskiBartosz,False,MajewskiBartosz
742,@zillionize,False,zillionize
743,@ChrisShunAllen,False,ChrisShunAllen
744,@iamahairyson,False,iamahairyson
745,@achalaugustine,False,achalaugustine
746,@zackgleeson,True,zackgleeson
747,@AsherDeVuyst,False,AsherDeVuyst
748,@ProfeLuke,True,ProfeLuke
749,@meredithperry,True,meredithperry
750,@fritzj96,False,fritzj96
751,@npatelrocks,False,npatelrocks
752,@GoDiegoGoGt,True,GoDiegoGoGt
753,@edwardrooster,True,edwardrooster
754,@MySnozzberries,True,MySnozzberries
755,@KatyKim426,False,KatyKim426
756,@dayegol,False,dayegol
757,@notobivon,False,notobivon
758,@veganaiZe,False,veganaiZe
759,@getasutosh,False,getasutosh
760,@Rainloft,False,Rainloft
761,@_veronicatan,False,_veronicatan
762,@scheplick,True,scheplick
763,@WeirdCoolDumb,False,WeirdCoolDumb
764,@oahmady,True,oahmady
765,@soonaorlater,False,soonaorlater
766,@jonhearty,True,jonhearty
767,@ralph19971,True,ralph19971
768,@jonathanvoelkle,False,jonathanvoelkle
769,@svoracious,False,svoracious
770,@deabrunner,False,deabrunner
771,@mozeht,False,mozeht
772,@Mdtower14,True,Mdtower14
773,@BosunAdedokun,True,BosunAdedokun
774,@cfcoverdale,False,cfcoverdale
775,@_AndrewDuval,True,_AndrewDuval
776,@tejasbobhate,True,tejasbobhate
777,@machinedcity,True,machinedcity
778,@chhabramohit412,False,chhabramohit412
779,@jatinuva,False,jatinuva
780,@tudoriliescu,False,tudoriliescu
781,@oguzhan,False,oguzhan
782,@KingJackk_,False,KingJackk_
783,@ashwinning,False,ashwinning
784,@aaronholla_,True,aaronholla_
785,@dreuterwall,False,dreuterwall
786,@DrTinyToast,True,DrTinyToast
787,@Pikterz,True,Pikterz
788,@malangalorenzo,True,malangalorenzo
789,@joewaltman,False,joewaltman
790,@kashandra92,False,kashandra92
791,@ulu0001,False,ulu0001
792,@skyerankin,True,skyerankin
793,@normstrodamus,False,normstrodamus
794,@amusedbbq,False,amusedbbq
795,@wbl123,False,wbl123
796,@_jordan_bates,False,_jordan_bates
797,@AlbertoVentures,False,AlbertoVentures
798,@MauryRubin,False,MauryRubin
799,@mill,False,mill
800,@ReadyBrianRoss,True,ReadyBrianRoss
801,@ThatClawsonBoy,False,ThatClawsonBoy
802,@HeyClos,True,HeyClos
803,@missmatsuko,False,missmatsuko
804,@ironb,False,ironb
805,@rahalrodrigo1,True,rahalrodrigo1
806,@LukaMarr,False,LukaMarr
807,@OlgaSismanidi,False,OlgaSismanidi
808,@gregggoryyy,False,gregggoryyy
809,@cicorias,True,cicorias
810,@headhonchoarod,False,headhonchoarod
811,@Jaan_snow,True,Jaan_snow
812,@luis_sserrano,True,luis_sserrano
813,@ChrisMorra,False,ChrisMorra
814,@benjimenk,False,benjimenk
815,@MHAbdulkareem,True,MHAbdulkareem
816,@AlexLYoung,False,AlexLYoung
817,@in_leed,False,in_leed
818,@cybertraffiking,False,cybertraffiking
819,@James_McGinniss,True,James_McGinniss
820,@DaxM18,False,DaxM18
821,@BenTayl31726337,False,BenTayl31726337
822,@olamidefaniyan,False,olamidefaniyan
823,@verdoyant7,False,verdoyant7
824,@bosstiat,False,bosstiat
825,@NATHANYOLSON,False,NATHANYOLSON
826,@kcurryl2g,True,kcurryl2g
827,@frk0196,False,frk0196
828,@manna,False,manna
829,@humbertogrant,True,humbertogrant
830,@AntonioStJosep1,False,AntonioStJosep1
831,@DanNieves,True,DanNieves
832,@IanTheLeader,True,IanTheLeader
833,@anulman,True,anulman
834,@julioprotzek,False,julioprotzek
835,@marguelgtz,False,marguelgtz
836,@m_angel312,True,m_angel312
837,@AdeeyoSulaiman,True,AdeeyoSulaiman
838,@fabian_flatz,False,fabian_flatz
839,@mheinm,False,mheinm
840,@abdulmusawir2,True,abdulmusawir2
841,@cecib8,False,cecib8
842,@alexghui,False,alexghui
843,@fischer_cr,False,fischer_cr
844,@thezhanly,False,thezhanly
845,@andiletimes,True,andiletimes
846,@wizaj,True,wizaj
847,@fhemie1,False,fhemie1
848,@Granderson,False,Granderson
849,@amclaughlin410,False,amclaughlin410
850,@aygunamirali,True,aygunamirali
851,@jcqln,True,jcqln
852,@kale_divergence,True,kale_divergence
853,@ToddJRotolo,False,ToddJRotolo
854,@hermansen_dan,True,hermansen_dan
855,@DougAtLast,False,DougAtLast
856,@alexlamb1395,True,alexlamb1395
857,@timothy1ee,False,timothy1ee
858,@jinen,False,jinen
859,@discoverlight,False,discoverlight
860,@newscriss,True,newscriss
861,@AristotleCrypto,True,AristotleCrypto
862,@etiennebru,False,etiennebru
863,@RichardColman84,False,RichardColman84
864,@aintevencuss,True,aintevencuss
865,@emekaboris,True,emekaboris
866,@scottev,False,scottev
867,@dakotaahuffman,False,dakotaahuffman
868,@peetahbooty,True,peetahbooty
869,@josegocampo,True,josegocampo
870,@Genjamin,True,Genjamin
871,@nobleobioma_,True,nobleobioma_
872,@MilesDelos,False,MilesDelos
873,@phyecon1,False,phyecon1
874,@boothead,True,boothead
875,@that_one_bob,False,that_one_bob
876,@nioperas06,False,nioperas06
877,@montori_m,True,montori_m
878,@chrisfabianPBB,True,chrisfabianPBB
879,@acap00000,False,acap00000
880,@LuisT17,False,LuisT17
881,@benwbear,True,benwbear
882,@ferparra,True,ferparra
883,@angusmacaulay,False,angusmacaulay
884,@asamie3,False,asamie3
885,@ChristianmHelms,True,ChristianmHelms
886,@nparasram,False,nparasram
887,@schembor,True,schembor
888,@prageav,False,prageav
889,@tjrwriting,False,tjrwriting
890,@deesvue,False,deesvue
891,@jeremyckim,False,jeremyckim
892,@Maurice2705,False,Maurice2705
893,@Pinzapo,True,Pinzapo
894,@dd_rookie,True,dd_rookie
895,@PogrebnyakE,False,PogrebnyakE
896,@stephenjaoates,False,stephenjaoates
897,@marco_binda,False,marco_binda
898,@subaruthie,False,subaruthie
899,@geroeder,False,geroeder
900,@alienelf,False,alienelf
901,@billfasano,True,billfasano
902,@evaDrD,False,evaDrD
903,@aelise,False,aelise
904,@AveerRa,True,AveerRa
905,@midura_m,True,midura_m
906,@geekGirlND,False,geekGirlND
907,@thomasogden,False,thomasogden
908,@DJonRoberts,False,DJonRoberts
909,@hotcupofreedom,False,hotcupofreedom
910,@KurtFehlhauer,False,KurtFehlhauer
911,@Anna_Gow,False,Anna_Gow
912,@geekinasuit,False,geekinasuit
913,@squanderingtime,False,squanderingtime
914,@MetodePeter,False,MetodePeter
915,@karlrohe,False,karlrohe
916,@ArticPh,False,ArticPh
917,@CamiGar,False,CamiGar
918,@lonriesberg,False,lonriesberg
919,@PDTenpas,False,PDTenpas
920,@mgrollins,True,mgrollins
921,@camholm,True,camholm
922,@jeremymcohen,True,jeremymcohen
923,@sparklabsco,True,sparklabsco
924,@GregZolton,False,GregZolton
925,@codigopolvo,True,codigopolvo
926,@Agime01,True,Agime01
927,@nick_farina,False,nick_farina
928,@AllenDowney,False,AllenDowney
929,@shriphani,True,shriphani
930,@nostarch,False,nostarch
931,@Kayrosis,False,Kayrosis
932,@attractfunding,True,attractfunding
933,@ceoworld,False,ceoworld
934,@lucy_guo,False,lucy_guo
935,@erinarvedlund,False,erinarvedlund
936,@chefnobody,False,chefnobody
937,@aguynamedJEHLS,False,aguynamedJEHLS
938,@DrakeDotInMorse,False,DrakeDotInMorse
939,@global_minima,False,global_minima
940,@blairanderson,False,blairanderson
941,@chadthechad1,False,chadthechad1
942,@DustoftheRabbi,False,DustoftheRabbi
943,@PDugov,True,PDugov
944,@Mohamedpak,True,Mohamedpak
945,@dvalenz,True,dvalenz
946,@Mindysueasaurus,True,Mindysueasaurus
947,@helloKatieFizzy,False,helloKatieFizzy
948,@LSchekerka,True,LSchekerka
949,@synaptic_storag,False,synaptic_storag
950,@MattCordio,True,MattCordio
951,@SeanOgMurray,False,SeanOgMurray
952,@round,False,round
953,@dayalamit,False,dayalamit
954,@Pashpops,True,Pashpops
955,@nycejonez,True,nycejonez
956,@ragtagthrone,True,ragtagthrone
957,@I_retweeted_you,True,I_retweeted_you
958,@unpopularvc,False,unpopularvc
959,@draddo11,True,draddo11
960,@SamSamskies,True,SamSamskies
961,@amletomontinari,False,amletomontinari
962,@TheShravanSuri,False,TheShravanSuri
963,@swainrob,False,swainrob
964,@fox_galt,False,fox_galt
965,@mlescaille,False,mlescaille
966,@gadikian,True,gadikian
967,@JamoneK,False,JamoneK
968,@121SV,False,121SV
969,@StevenB88845065,False,StevenB88845065
970,@truebluej,True,truebluej
971,@thinman,False,thinman
972,@etrepum,False,etrepum
973,@codeNtacos,False,codeNtacos
974,@MthreeC,True,MthreeC
975,@connorbrer,True,connorbrer
976,@EdifyLDN,False,EdifyLDN
977,@mongoosenewyork,False,mongoosenewyork
978,@albertwujj,True,albertwujj
979,@eyalc4,False,eyalc4
980,@emily_kellert,False,emily_kellert
981,@HenryWolfAI,False,HenryWolfAI
982,@ThomasOPrickett,False,ThomasOPrickett
983,@DeseretAlts,False,DeseretAlts
984,@qdwoods,False,qdwoods
985,@WMcDonald19,True,WMcDonald19
986,@secos,False,secos
987,@Nat_Hardo,False,Nat_Hardo
988,@DipoAW,False,DipoAW
989,@JASutherlandBks,False,JASutherlandBks
990,@osamakhn,True,osamakhn
991,@CandidDev,True,CandidDev
992,@PanAB30,True,PanAB30
993,@yhdesai,True,yhdesai
994,@hgrove,True,hgrove
995,@suprvise,True,suprvise
996,@GonzzDev,True,GonzzDev
997,@tyanderson22,True,tyanderson22
998,@Awaren9691,False,Awaren9691
999,@Malex_DS,True,Malex_DS
1000,@Gattooze,False,Gattooze
1001,@zachary_neo,False,zachary_neo
1002,@KenLangstonPM,True,KenLangstonPM
1003,@NBtrade7,True,NBtrade7
1004,@Gontijj,True,Gontijj
1005,@dougsandlin,False,dougsandlin
1006,@andymmmmc,True,andymmmmc
1007,@BTCSchellingPt,False,BTCSchellingPt
1008,@_NickStuart_,True,_NickStuart_
1009,@RobertStillwell,False,RobertStillwell
1010,@AshiCruz,False,AshiCruz
1011,@baptiste_cumin,False,baptiste_cumin
1012,@jherrerog_,False,jherrerog_
1013,@2peterharris,False,2peterharris
1014,@JoshHil70599518,True,JoshHil70599518
1015,@M_EZ_ONE,True,M_EZ_ONE
1016,@AlanMCole,False,AlanMCole
1017,@nihilistspicer,False,nihilistspicer
1018,@sampleswill,True,sampleswill
1019,@Leonh_Euler,True,Leonh_Euler
1020,@tarastrahl,True,tarastrahl
1021,@TrentBlair19,True,TrentBlair19
1022,@developer_buddy,True,developer_buddy
1023,@erickpinos,False,erickpinos
1024,@kevinwlordbarry,False,kevinwlordbarry
1025,@_Pat_Connolly,False,_Pat_Connolly
1026,@nerdCyberArtist,False,nerdCyberArtist
1027,@letscodemama,True,letscodemama
1028,@shadow_shawty,True,shadow_shawty
1029,@Disruptepreneur,False,Disruptepreneur
1030,@amsalmeron,True,amsalmeron
1031,@jonsjournals,False,jonsjournals
1032,@fredyokota,False,fredyokota
1033,@atntbars,True,atntbars
1034,@realnamejr,True,realnamejr
1035,@KwameLouisa,False,KwameLouisa
1036,@CedricWhitney,False,CedricWhitney
1037,@Chris_H_Lee,False,Chris_H_Lee
1038,@AkiDoiT,True,AkiDoiT
1039,@DauntlessDanny,True,DauntlessDanny
1040,@louisnesbitt,False,louisnesbitt
1041,@PullJosh,True,PullJosh
1042,@vahlamorgulis,True,vahlamorgulis
1043,@delitzer,False,delitzer
1044,@jacksondahl,False,jacksondahl
1045,@NickParkerPrint,True,NickParkerPrint
1046,@jamesksenter,False,jamesksenter
1047,@robsuh,False,robsuh
1048,@CallanLoberg,False,CallanLoberg
1049,@WesHartline,False,WesHartline
1050,@Macgridcupcake,True,Macgridcupcake
1051,@Rajesh23MD,False,Rajesh23MD
1052,@pm,False,pm
1053,@imcatnoone,False,imcatnoone
1054,@weems,False,weems
1055,@seanhuntington_,False,seanhuntington_
1056,@jeff_hallett,True,jeff_hallett
1057,@KobeAzukile,False,KobeAzukile
1058,@DanielSigal,True,DanielSigal
1059,@MaximilianLloyd,False,MaximilianLloyd
1060,@yblumberg,False,yblumberg
1061,@snowconeperez,True,snowconeperez
1062,@vishalchandra,False,vishalchandra
1063,@anishabajaj17,False,anishabajaj17
1064,@kodekoala,True,kodekoala
1065,@israelmuca,True,israelmuca
1066,@PetrusTheron,False,PetrusTheron
1067,@CacheWalker,False,CacheWalker
1068,@MilenaRodban,False,MilenaRodban
1069,@PaulMiller1313,False,PaulMiller1313
1070,@Alephwyr,False,Alephwyr
1071,@farazip,False,farazip
1072,@patagucci_girl,False,patagucci_girl
1073,@BiruckAnmaw,False,BiruckAnmaw
1074,@by_bitten,False,by_bitten
1075,@mbasnage,False,mbasnage
1076,@aditi_sriram,True,aditi_sriram
1077,@m_rlons,False,m_rlons
1078,@tsvi_tannin,False,tsvi_tannin
1079,@alledrive,False,alledrive
1080,@Abhinavtiwari,False,Abhinavtiwari
1081,@DamianMingle,False,DamianMingle
1082,@RevaSeth,False,RevaSeth
1083,@FeleiciaAllred,False,FeleiciaAllred
1084,@thinkModes,True,thinkModes
1085,@iremotejobs,True,iremotejobs
1086,@elizabethets,True,elizabethets
1087,@gabevillamizar,True,gabevillamizar
1088,@chrisjohnston,True,chrisjohnston
1089,@f_j_j_,True,f_j_j_
1090,@ClayNichols,False,ClayNichols
1091,@JudyPagliuca,False,JudyPagliuca
1092,@alexscholl13,False,alexscholl13
1093,@kushthakker777,False,kushthakker777
1094,@marthsshinedair,False,marthsshinedair
1095,@NeilKNet,False,NeilKNet
1096,@FolBavard,False,FolBavard
1097,@BrianLord,False,BrianLord
1098,@moultano,False,moultano
1099,@ericyunker,True,ericyunker
1100,@jhogg17,False,jhogg17
1101,@PagariiOfficial,False,PagariiOfficial
1102,@FraserGreenlee,False,FraserGreenlee
1103,@annchichii,True,annchichii
1104,@ZubairAsgar,True,ZubairAsgar
1105,@OnUpKeep,True,OnUpKeep
1106,@Chamo_Veinte_II,False,Chamo_Veinte_II
1107,@ronpastore1,True,ronpastore1
1108,@NAGENDRAY1,True,NAGENDRAY1
1109,@jamesonnuss,True,jamesonnuss
1110,@CruzCalvo,True,CruzCalvo
1111,@jackrim1,False,jackrim1
1112,@bc_huff,True,bc_huff
1113,@swapp19902,True,swapp19902
1114,@Professor_Po,True,Professor_Po
1115,@TA_KIT_EZ,True,TA_KIT_EZ
1116,@btcproj,False,btcproj
1117,@ScottArmetta,True,ScottArmetta
1118,@jazzraeee,True,jazzraeee
1119,@dheeraz27,True,dheeraz27
1120,@SanjayAtPlay,False,SanjayAtPlay
1121,@tequehead,False,tequehead
1122,@Rainmaker1973,False,Rainmaker1973
1123,@aatorres,True,aatorres
1124,@Incept_shawn,True,Incept_shawn
1125,@nateboyette,False,nateboyette
1126,@timothymshores,False,timothymshores
1127,@RobinRodes,False,RobinRodes
1128,@Anjilo16,False,Anjilo16
1129,@Eralp_K,False,Eralp_K
1130,@JacinthLaval,False,JacinthLaval
1131,@ryan_blain,False,ryan_blain
1132,@ChrisDeacon45,False,ChrisDeacon45
1133,@plainspace,True,plainspace
1134,@Josh_w_G,False,Josh_w_G
1135,@blakearensdorf,True,blakearensdorf
1136,@itsgouravhere,True,itsgouravhere
1137,@Goltra,False,Goltra
1138,@radhikam24,True,radhikam24
1139,@Dreamchaser_NFL,False,Dreamchaser_NFL
1140,@krishnavisaka,True,krishnavisaka
1141,@StrategicIniti3,False,StrategicIniti3
1142,@tayler_odea,False,tayler_odea
1143,@DevaneeReid,False,DevaneeReid
1144,@GoldenRuleEduc,False,GoldenRuleEduc
1145,@HannahFrankman,True,HannahFrankman
1146,@Seri_arm,False,Seri_arm
1147,@ManasviMadan,False,ManasviMadan
1148,@akhilshetty,False,akhilshetty
1149,@birchsport,True,birchsport
1150,@hidrees,False,hidrees
1151,@jimmydouglas,False,jimmydouglas
1152,@BlakeWilliamsSF,True,BlakeWilliamsSF
1153,@HanaBaaby,False,HanaBaaby
1154,@zhiyungg,False,zhiyungg
1155,@dheeraj_87,False,dheeraj_87
1156,@Darryl_Davis,False,Darryl_Davis
1157,@allison_pinz,False,allison_pinz
1158,@charmatcha,False,charmatcha
1159,@ThePatToner,True,ThePatToner
1160,@JoeJordanBrown,False,JoeJordanBrown
1161,@ericstromberg,False,ericstromberg
1162,@JosephCGolden,False,JosephCGolden
1163,@juliejonak,False,juliejonak
1164,@FrancoisCoding,True,FrancoisCoding
1165,@iulisiio,False,iulisiio
1166,@MichelleLavoie,False,MichelleLavoie
1167,@justinpcoleman,False,justinpcoleman
1168,@Coolerator2,True,Coolerator2
1169,@vonwolfhausen77,False,vonwolfhausen77
1170,@markfinelli,False,markfinelli
1171,@mtargetproduct,False,mtargetproduct
1172,@provisionalidea,False,provisionalidea
1173,@js_tut,False,js_tut
1174,@techieEliot,False,techieEliot
1175,@RJNance,False,RJNance
1176,@_Anaestheticz_,True,_Anaestheticz_
1177,@murphytodd,False,murphytodd
1178,@marcelosventura,False,marcelosventura
1179,@IamPurpleLungs,True,IamPurpleLungs
1180,@JayQ_One,False,JayQ_One
1181,@devahaz,False,devahaz
1182,@waruboy,False,waruboy
1183,@thatcoinguysays,False,thatcoinguysays
1184,@SyeFigueroa,False,SyeFigueroa
1185,@jakeacooley,True,jakeacooley
1186,@AlexLary1,False,AlexLary1
1187,@nikvimal,False,nikvimal
1188,@tobiastiefert,False,tobiastiefert
1189,@YahfoufiM,True,YahfoufiM
1190,@sakkhor_,False,sakkhor_
1191,@tsakasu88,False,tsakasu88
1192,@calebdeji06,False,calebdeji06
1193,@floridahoya,True,floridahoya
1194,@captfwa,True,captfwa
1195,@RikrdoRuiz92,False,RikrdoRuiz92
1196,@ajoshuamelo,True,ajoshuamelo
1197,@GabrielleLoSca1,False,GabrielleLoSca1
1198,@drewh07,False,drewh07
1199,@austinmcraig,False,austinmcraig
1200,@Greg_Costigan,False,Greg_Costigan
1201,@JacobSeppanen,True,JacobSeppanen
1202,@tmvn,True,tmvn
1203,@thearthurtang,True,thearthurtang
1204,@sanjaykrishna,True,sanjaykrishna
1205,@ediri_aghwotu,True,ediri_aghwotu
1206,@VegaTrader,False,VegaTrader
1207,@Jimamesdotgov,True,Jimamesdotgov
1208,@casabian,False,casabian
1209,@manojee,False,manojee
1210,@sup_Shiron,True,sup_Shiron
1211,@Cuppa_MyLo,True,Cuppa_MyLo
1212,@kplikethebird,True,kplikethebird
1213,@devclustergoa,True,devclustergoa
1214,@SteveTheDevelo1,True,SteveTheDevelo1
1215,@thatgalnatalie,True,thatgalnatalie
1216,@janmatern,True,janmatern
1217,@santiviquez,True,santiviquez
1218,@Dereck_L_Jr,True,Dereck_L_Jr
1219,@AdeelBukhari,False,AdeelBukhari
1220,@EngineerJohnO,False,EngineerJohnO
1221,@agorgeousrose,False,agorgeousrose
1222,@bill_selly,False,bill_selly
1223,@labulgariefr,False,labulgariefr
1224,@PatrickWStanley,False,PatrickWStanley
1225,@ScuzJr,False,ScuzJr
1226,@benjaminjclark,False,benjaminjclark
1227,@briansummers141,True,briansummers141
1228,@epeterson86,True,epeterson86
1229,@yassineldn29,False,yassineldn29
1230,@albert_cloete,False,albert_cloete
1231,@techchic4,True,techchic4
1232,@viveagar,False,viveagar
1233,@daltonlbrough,False,daltonlbrough
1234,@oamclean,False,oamclean
1235,@___reivax___,False,___reivax___
1236,@BadMonkey_Dev,False,BadMonkey_Dev
1237,@bierlingm,False,bierlingm
1238,@summerbluesxo,False,summerbluesxo
1239,@maryslee,False,maryslee
1240,@FeifanZ,True,FeifanZ
1241,@Fordo20,False,Fordo20
1242,@eltonjr,False,eltonjr
1243,@austinvach,False,austinvach
1244,@Thenu,True,Thenu
1245,@YuriyYarovoy,False,YuriyYarovoy
1246,@SantanaJ_Says,False,SantanaJ_Says
1247,@HellerTaleb,False,HellerTaleb
1248,@NnebisiConsult,False,NnebisiConsult
1249,@bvandgrift,True,bvandgrift
1250,@Apocalypse_fb,False,Apocalypse_fb
1251,@travisfitzwater,False,travisfitzwater
1252,@Neil_III,True,Neil_III
1253,@nickpgeorge,False,nickpgeorge
1254,@CTemp200,True,CTemp200
1255,@sprsmpl,False,sprsmpl
1256,@Markus_Fischer,True,Markus_Fischer
1257,@jorge_selva,True,jorge_selva
1258,@svikashk,True,svikashk
1259,@DanteNoguez,True,DanteNoguez
1260,@muslukhov,False,muslukhov
1261,@tinukeNG,True,tinukeNG
1262,@sometechgirl,True,sometechgirl
1263,@itylergarrett,True,itylergarrett
1264,@skidrou,True,skidrou
1265,@RealEricD,True,RealEricD
1266,@cryptomaggie1,True,cryptomaggie1
1267,@smolcodes,False,smolcodes
1268,@fullNam35087976,True,fullNam35087976
1269,@cmlang42,True,cmlang42
1270,@MordiSolus,True,MordiSolus
1271,@cmirza,True,cmirza
1272,@emeka_okafor,False,emeka_okafor
1273,@annerobotham,False,annerobotham
1274,@jeffstillwellND,False,jeffstillwellND
1275,@elrob,True,elrob
1276,@TheSethKerr,False,TheSethKerr
1277,@GV1180,True,GV1180
1278,@UperCasteIndian,False,UperCasteIndian
1279,@1MWeis,False,1MWeis
1280,@ChrisBruce10001,False,ChrisBruce10001
1281,@AndrewStach211,False,AndrewStach211
1282,@ashandtwitties,False,ashandtwitties
1283,@ysoh,False,ysoh
1284,@Lady1337,False,Lady1337
1285,@made_in_cosmos,False,made_in_cosmos
1286,@melissaTheDev1,True,melissaTheDev1
1287,@GeorgesJanin,False,GeorgesJanin
1288,@JNormand_,False,JNormand_
1289,@FelixLeonhardt,False,FelixLeonhardt
1290,@Raul724,True,Raul724
1291,@PerrySchiff,True,PerrySchiff
1292,@donnacamos88,False,donnacamos88
1293,@FunWithJustin,False,FunWithJustin
1294,@ChrisAdedeji,True,ChrisAdedeji
1295,@goluluna123,True,goluluna123
1296,@Nigeriangod_,False,Nigeriangod_
1297,@mileskimball,False,mileskimball
1298,@tavahealth,False,tavahealth
1299,@DoraBelme,True,DoraBelme
1300,@AaronRa8701,True,AaronRa8701
1301,@jbryview,True,jbryview
1302,@fixmylifenyc,True,fixmylifenyc
1303,@vanessa_murdock,False,vanessa_murdock
1304,@agilexcmer,True,agilexcmer
1305,@gregoirebasset,False,gregoirebasset
1306,@mr_ubik,False,mr_ubik
1307,@smallperks,False,smallperks
1308,@jonathankoren,False,jonathankoren
1309,@roman205,False,roman205
1310,@Niyiojeyinka,True,Niyiojeyinka
1311,@juansensio,False,juansensio
1312,@PetrMoses,False,PetrMoses
1313,@MishakinSergey,False,MishakinSergey
1314,@ARahmart,True,ARahmart
1315,@DjCurrupted,False,DjCurrupted
1316,@Cynchizy,True,Cynchizy
1317,@nhuntwalker,False,nhuntwalker
1318,@q_retourne,False,q_retourne
1319,@abonn_,False,abonn_
1320,@mwangi_kabiru,False,mwangi_kabiru
1321,@nsgrantham,True,nsgrantham
1322,@xtimv,False,xtimv
1323,@uptownnickbrown,False,uptownnickbrown
1324,@byerancy,False,byerancy
1325,@atomic_sam,False,atomic_sam
1326,@ericwilliamrea,True,ericwilliamrea
1327,@ehalsmer,True,ehalsmer
1328,@Triston08227721,False,Triston08227721
1329,@sriharshams,False,sriharshams
1330,@ajinkyakolhe112,False,ajinkyakolhe112
1331,@HerrDoktorFunk,False,HerrDoktorFunk
1332,@oraclown,False,oraclown
1333,@i_shikhar98,False,i_shikhar98
1334,@excalliburbd,True,excalliburbd
1335,@Clutch34,False,Clutch34
1336,@Larry_Murdock,False,Larry_Murdock
1337,@jajukalpesh,False,jajukalpesh
1338,@Dneutr0n,False,Dneutr0n
1339,@NielsChristian,False,NielsChristian
1340,@Pythonista1,False,Pythonista1
1341,@2amdoer,True,2amdoer
1342,@arungajora18,True,arungajora18
1343,@estebanpv,False,estebanpv
1344,@tiagotvv,False,tiagotvv
1345,@IZIREN,False,IZIREN
1346,@solsenNet,False,solsenNet
1347,@Osman_G_Mamun,False,Osman_G_Mamun
1348,@nickteff,False,nickteff
1349,@GerardoEGarcia,False,GerardoEGarcia
1350,@TheAhmedSherif,False,TheAhmedSherif
1351,@paulkaefer,False,paulkaefer
1352,@discombo_bulate,False,discombo_bulate
1353,@snappercayt,False,snappercayt
1354,@Rohitpatil5,False,Rohitpatil5
1355,@PratikshaSarma1,False,PratikshaSarma1
1356,@Surreabral,False,Surreabral
1357,@KritiKKohli,False,KritiKKohli
1358,@RayleighJeans,False,RayleighJeans
1359,@ayodaime,True,ayodaime
1360,@mariefdy,False,mariefdy
1361,@VisualBI,False,VisualBI
1362,@iam_vadio,False,iam_vadio
1363,@mids106,False,mids106
1364,@bergerhofer,False,bergerhofer
1365,@kwunlyou,False,kwunlyou
1366,@sudharsan2020,False,sudharsan2020
1367,@mrdanieldsouza,False,mrdanieldsouza
1368,@gglanzani,False,gglanzani
1369,@pydataamsterdam,False,pydataamsterdam
1370,@earny_joe,False,earny_joe
1371,@did_me_a_data,False,did_me_a_data
1372,@gepser,False,gepser
1373,@TehRaio,False,TehRaio
1374,@_miguelzetina_,False,_miguelzetina_
1375,@Brusik,False,Brusik
1376,@conordewey3,False,conordewey3
1377,@BastiaanGrisel,False,BastiaanGrisel
1378,@max_pechyonkin,False,max_pechyonkin
1379,@ZachBessinger,False,ZachBessinger
1380,@blissfulchar,True,blissfulchar
1381,@ericroland,False,ericroland
1382,@FilipMellgren,False,FilipMellgren
1383,@Daniel_B_Roche,True,Daniel_B_Roche
1384,@chrisemoody,False,chrisemoody
1385,@erik_paulson,False,erik_paulson
1386,@satyadeepk,False,satyadeepk
1387,@StephLKim,False,StephLKim
1388,@_delta_zero,False,_delta_zero
1389,@RobertL90334223,False,RobertL90334223
1390,@Bansal13Ayush,False,Bansal13Ayush
1391,@sakshichopkar,True,sakshichopkar
1392,@MikeHowie1,False,MikeHowie1
1393,@lafriedel,False,lafriedel
1394,@marksimon1234,True,marksimon1234
1395,@MThreeAlumni,True,MThreeAlumni
1396,@SwissUXNews,False,SwissUXNews
1397,@danmckendrick,True,danmckendrick
1398,@JourneyToCoder,True,JourneyToCoder
1399,@MayurAh91085931,True,MayurAh91085931
1400,@judy_heflin,False,judy_heflin
1401,@zachmonge,False,zachmonge
1402,@emilieschario,False,emilieschario
1403,@_lychrel,False,_lychrel
1404,@awblocker,False,awblocker
1405,@Tusharbjaj,False,Tusharbjaj
1406,@manasrnkar,True,manasrnkar
1407,@adityankur,False,adityankur
1408,@yasserius_ml,False,yasserius_ml
1409,@Manyojo,True,Manyojo
1410,@paulrsvg,False,paulrsvg
1411,@dpsmarques,False,dpsmarques
1412,@Kamandeh_,False,Kamandeh_
1413,@denfromufa,False,denfromufa
1414,@ChurchillMic,False,ChurchillMic
1415,@amontalenti,False,amontalenti
1416,@GustavoLinari,True,GustavoLinari
1417,@animeshation,True,animeshation
1418,@vivekmisra15,False,vivekmisra15
1419,@SamanthaZeitlin,False,SamanthaZeitlin
1420,@martinthomastw,False,martinthomastw
1421,@avinashso13,True,avinashso13
1422,@SeedyAdams,False,SeedyAdams
1423,@imbilltucker,False,imbilltucker
1424,@gvmnr,False,gvmnr
1425,@Xsparty117,False,Xsparty117
1426,@jeanrberger,False,jeanrberger
1427,@saqibns,False,saqibns
1428,@AmandaHeiderman,True,AmandaHeiderman
1429,@Darkmaster921,False,Darkmaster921
1430,@fjsosah,True,fjsosah
1431,@sravsatuluri,False,sravsatuluri
1432,@canzhiye,False,canzhiye
1433,@hbdhondge,False,hbdhondge
